token	score	savings	qwen_tokens
dəyişmə	-11.336642265319824	5	d ÉĻ yi ÅŁ m ÉĻ
sahilindəki	-11.33607292175293	5	s ah il ind ÉĻ ki
göndərmə	-11.333173751831055	5	g Ã¶ nd ÉĻ rm ÉĻ
indiyədək	-11.327341079711914	5	ind iy ÉĻ d ÉĻ k
müvəffəq	-11.326910018920898	5	mÃ¼ v ÉĻ ff ÉĻ q
açıqlanıb	-11.323996543884277	5	a Ã§Ä± ql an Ä± b
Ədəbiyyat	-11.323989868164062	5	Æı d ÉĻ bi yy at
ölkədəki	-11.323384284973145	5	Ã¶ lk ÉĻ d ÉĻ ki
münaqişəsi	-11.322554588317871	5	mÃ¼ na qi ÅŁ ÉĻ si
şagirdlər	-11.317743301391602	5	ÅŁ ag ird l ÉĻ r
məqsədli	-11.31284236907959	5	m ÉĻ qs ÉĻ d li
avadanlıqların	-11.31115436553955	5	avad an lÄ± ql ar Ä±n
müdaxiləsi	-11.31093978881836	5	mÃ¼ d ax il ÉĻ si
hazırlanıb	-11.31075668334961	5	h az Ä±rl an Ä± b
bərabərlik	-11.310320854187012	5	b ÉĻ rab ÉĻ r lik
əlaqəyə	-11.302978515625	5	ÉĻ la q ÉĻ y ÉĻ
görüntülər	-11.302642822265625	5	g Ã¶rÃ¼ nt Ã¼l ÉĻ r
hissələr	-11.301214218139648	5	h iss ÉĻ l ÉĻ r
cəsarətli	-11.300268173217773	5	c ÉĻ sar ÉĻ t li
etmədiyini	-11.300102233886719	5	et m ÉĻ di y ini
xidmətdə	-11.299247741699219	5	x id m ÉĻ td ÉĻ
gətirdiyi	-11.297679901123047	5	g ÉĻ t ird iy i
vilayətində	-11.295746803283691	5	vil ay ÉĻ t ind ÉĻ
etmələri	-11.295201301574707	5	et m ÉĻ l ÉĻ ri
hissədən	-11.294417381286621	5	h iss ÉĻ d ÉĻ n
işlənməsi	-11.294184684753418	5	iÅŁ l ÉĻ nm ÉĻ si
hazırlanmasında	-11.29228687286377	5	h az Ä±rl an mas Ä±nda
namizədliyi	-11.290872573852539	5	nam iz ÉĻ d li yi
dairəsində	-11.2894868850708	5	d air ÉĻ s ind ÉĻ
gərginliyi	-11.289283752441406	5	g ÉĻ rg in li yi
Hərəkatı	-11.287322044372559	5	H ÉĻ r ÉĻ kat Ä±
keçirirlər	-11.285188674926758	5	ke Ã§ ir irl ÉĻ r
dəyişdirilmiş	-11.284928321838379	5	d ÉĻ yi ÅŁ dir ilmiÅŁ
dəlillər	-11.278255462646484	5	d ÉĻ l ill ÉĻ r
ziddiyyət	-11.277963638305664	5	z idd i yy ÉĻ t
hüququnun	-11.277443885803223	5	h Ã¼ qu q un un
Araşdırmalar	-11.275918960571289	5	A ra ÅŁ dÄ± rm alar
təyyarənin	-11.273353576660156	5	t ÉĻ yy ar ÉĻ nin
rəngdədir	-11.273346900939941	5	r ÉĻ ng d ÉĻ dir
xatirəsinə	-11.272259712219238	5	x at ir ÉĻ sin ÉĻ
dövlətə	-11.268550872802734	5	d Ã¶ vl ÉĻ t ÉĻ
çirklənmə	-11.265456199645996	5	Ã§ ir kl ÉĻ nm ÉĻ
əyləncəli	-11.261833190917969	5	ÉĻ yl ÉĻ nc ÉĻ li
hekayələri	-11.260619163513184	5	hek ay ÉĻ l ÉĻ ri
sözlərini	-11.255279541015625	5	s Ã¶ zl ÉĻ r ini
şirkətlərin	-11.255102157592773	5	ÅŁ irk ÉĻ tl ÉĻ rin
müəllifidir	-11.254837989807129	5	mÃ¼ ÉĻ ll if id ir
münaqişənin	-11.253470420837402	5	mÃ¼ na qi ÅŁ ÉĻ nin
obyektlərinin	-11.250832557678223	5	oby ek tl ÉĻ rin in
dənizində	-11.25	5	d ÉĻ n iz ind ÉĻ
fəaliyyətin	-11.245646476745605	5	f ÉĻ ali yy ÉĻ tin
şahzadəsi	-11.242100715637207	5	ÅŁ ah z ad ÉĻ si
Tədqiqatlar	-11.241074562072754	5	T ÉĻ dq iq at lar
Qəbələ	-11.239338874816895	5	Q ÉĻ b ÉĻ l ÉĻ
zəhərli	-11.236335754394531	5	z ÉĻ h ÉĻ r li
seçicilərin	-11.235564231872559	5	se Ã§ ic il ÉĻ rin
Məmmədova	-11.235179901123047	5	M ÉĻ mm ÉĻ d ova
götürülmüşdür	-11.234199523925781	5	g Ã¶t Ã¼rÃ¼ lm Ã¼ÅŁ dÃ¼r
təşəbbüs	-11.233830451965332	5	t ÉĻ ÅŁ ÉĻ bb Ã¼s
yenidənqurma	-11.233515739440918	5	yen id ÉĻ n q urma
vasitələr	-11.232819557189941	5	vas it ÉĻ l ÉĻ r
zərərsiz	-11.232514381408691	5	z ÉĻ r ÉĻ rs iz
Ərəbistanı	-11.22721004486084	5	Æı r ÉĻ b istan Ä±
Aşağıdakı	-11.226730346679688	5	A ÅŁ aÄŁÄ± d ak Ä±
Zəngəzur	-11.223793983459473	5	Z ÉĻ ng ÉĻ z ur
həqiqəti	-11.222797393798828	5	h ÉĻ q iq ÉĻ ti
malikdirlər	-11.222787857055664	5	mal ik d irl ÉĻ r
vurğulayır	-11.221346855163574	5	v ur ÄŁ ul ay Ä±r
xidmətini	-11.219844818115234	5	x id m ÉĻ t ini
valideynlər	-11.2194185256958	5	val ide yn l ÉĻ r
Müəyyən	-11.218745231628418	5	M Ã¼ ÉĻ yy ÉĻ n
ləşdirildi	-11.218267440795898	5	l ÉĻ ÅŁ dir ild i
səylərini	-11.21348762512207	5	s ÉĻ yl ÉĻ r ini
bölünməsi	-11.211383819580078	5	b Ã¶l Ã¼n m ÉĻ si
şagirdləri	-11.211254119873047	5	ÅŁ ag ird l ÉĻ ri
geyimləri	-11.210939407348633	5	ge y im l ÉĻ ri
münsiflər	-11.201767921447754	5	m Ã¼ns if l ÉĻ r
İngilislər	-11.1993989944458	5	Ä° ng il isl ÉĻ r
yaşınadək	-11.195907592773438	5	ya ÅŁ Ä±n ad ÉĻ k
bitdikdən	-11.190793991088867	5	bit d ik d ÉĻ n
təqdimatı	-11.189318656921387	5	t ÉĻ q dim at Ä±
cinayətlər	-11.184452056884766	5	cin ay ÉĻ tl ÉĻ r
nəticəyə	-11.183876991271973	5	n ÉĻ tic ÉĻ y ÉĻ
müdafiəçisi	-11.183853149414062	5	mÃ¼ d afi ÉĻ Ã§ isi
qaynaqlanır	-11.18384838104248	5	q ay na ql an Ä±r
şagirdlərin	-11.18250846862793	5	ÅŁ ag ird l ÉĻ rin
şübhəsiz	-11.18136978149414	5	ÅŁ Ã¼ bh ÉĻ s iz
kəsilməsi	-11.177881240844727	5	k ÉĻ s ilm ÉĻ si
ləşməsi	-11.177175521850586	5	l ÉĻ ÅŁ m ÉĻ si
səbəbini	-11.17492961883545	5	s ÉĻ b ÉĻ b ini
işıqlandırma	-11.17491340637207	5	i ÅŁÄ± ql and Ä±r ma
götürülməsi	-11.171120643615723	5	g Ã¶t Ã¼rÃ¼ lm ÉĻ si
fərqlər	-11.170562744140625	5	f ÉĻ r ql ÉĻ r
çevrilməsi	-11.170304298400879	5	Ã§ ev r ilm ÉĻ si
mərtəbə	-11.170003890991211	5	m ÉĻ rt ÉĻ b ÉĻ
təşkilatlarının	-11.16898250579834	5	t ÉĻ ÅŁ kil at larÄ±nÄ±n
təqribən	-11.163954734802246	5	t ÉĻ q rib ÉĻ n
mövsümündən	-11.163095474243164	5	mÃ¶ vs Ã¼m Ã¼nd ÉĻ n
hadisələrin	-11.163064002990723	5	had is ÉĻ l ÉĻ rin
şəhərini	-11.161507606506348	5	ÅŁ ÉĻ h ÉĻ r ini
Şəhərdə	-11.15857982635498	5	Åŀ ÉĻ h ÉĻ rd ÉĻ
şöbəsinə	-11.156976699829102	5	ÅŁ Ã¶ b ÉĻ sin ÉĻ
gətirildi	-11.156391143798828	5	g ÉĻ t ir ild i
sakinlərinin	-11.153868675231934	5	s akin l ÉĻ rin in
namizədlər	-11.153247833251953	5	nam iz ÉĻ dl ÉĻ r
məşhurdur	-11.152665138244629	5	m ÉĻ ÅŁ h urd ur
məhəllə	-11.150213241577148	5	m ÉĻ h ÉĻ ll ÉĻ
Rövşən	-11.15017032623291	5	R Ã¶ v ÅŁ ÉĻ n
görməyə	-11.146702766418457	5	g Ã¶ rm ÉĻ y ÉĻ
ediləcəkdir	-11.14211654663086	5	ed il ÉĻ c ÉĻ kdir
göndərilir	-11.141935348510742	5	g Ã¶ nd ÉĻ ril ir
Təəssüf	-11.141708374023438	5	T ÉĻ ÉĻ ss Ã¼ f
layihələrin	-11.140820503234863	5	lay ih ÉĻ l ÉĻ rin
qaraciyər	-11.138477325439453	5	q ar ac iy ÉĻ r
xərclərin	-11.137242317199707	5	x ÉĻ r cl ÉĻ rin
ləşdirən	-11.136387825012207	5	l ÉĻ ÅŁ dir ÉĻ n
Məsələ	-11.135327339172363	5	M ÉĻ s ÉĻ l ÉĻ
müharibədə	-11.134401321411133	5	mÃ¼ har ib ÉĻ d ÉĻ
günlərində	-11.131596565246582	5	gÃ¼ nl ÉĻ r ind ÉĻ
gözləyir	-11.130017280578613	5	g Ã¶ zl ÉĻ y ir
sənayesinin	-11.125821113586426	5	s ÉĻ n ay es inin
ödənişli	-11.125455856323242	5	Ã¶ d ÉĻ ni ÅŁ li
Ənənəvi	-11.124634742736816	5	Æı n ÉĻ n ÉĻ vi
müəssisənin	-11.121556282043457	5	mÃ¼ ÉĻ ss is ÉĻ nin
görüşlər	-11.120823860168457	5	g Ã¶r Ã¼ÅŁ l ÉĻ r
gələndə	-11.120818138122559	5	g ÉĻ l ÉĻ nd ÉĻ
tənəffüs	-11.119671821594238	5	t ÉĻ n ÉĻ ff Ã¼s
hərəkatının	-11.11904239654541	5	h ÉĻ r ÉĻ kat Ä±nÄ±n
Gürcüstanın	-11.117395401000977	5	G Ã¼ rc Ã¼ stan Ä±n
məntəqə	-11.116084098815918	5	m ÉĻ nt ÉĻ q ÉĻ
səhnədə	-11.114957809448242	5	s ÉĻ hn ÉĻ d ÉĻ
Türkiyəyə	-11.11300277709961	5	TÃ¼r ki y ÉĻ y ÉĻ
yoxsulluq	-11.103825569152832	5	y ox s ull u q
dərsləri	-11.09878158569336	5	d ÉĻ r sl ÉĻ ri
bərabərdir	-11.098057746887207	5	b ÉĻ rab ÉĻ r dir
edəcəkdi	-11.097332000732422	5	ed ÉĻ c ÉĻ k di
lərindəki	-11.090906143188477	5	l ÉĻ r ind ÉĻ ki
qəhrəmanı	-11.089351654052734	5	q ÉĻ hr ÉĻ man Ä±
İmperiyasının	-11.087162971496582	5	Ä° m per iy as Ä±nÄ±n
təriflədi	-11.085555076599121	5	t ÉĻ rif l ÉĻ di
keçməyə	-11.085064888000488	5	ke Ã§ m ÉĻ y ÉĻ
genişlənmə	-11.08379077911377	5	gen iÅŁ l ÉĻ nm ÉĻ
proqramlaşdırma	-11.082509994506836	5	pro q ram laÅŁ dÄ±r ma
keçdikcə	-11.08061408996582	5	ke Ã§ d ik c ÉĻ
ləşdirilmişdir	-11.080058097839355	5	l ÉĻ ÅŁ dir ilmiÅŁ dir
mühasirəyə	-11.078950881958008	5	mÃ¼ has ir ÉĻ y ÉĻ
avtomobillər	-11.077154159545898	5	av tom ob ill ÉĻ r
Qələbə	-11.071869850158691	5	Q ÉĻ l ÉĻ b ÉĻ
tərbiyə	-11.066327095031738	5	t ÉĻ r bi y ÉĻ
etdirməyə	-11.065720558166504	5	et d irm ÉĻ y ÉĻ
nəzarətini	-11.063116073608398	5	n ÉĻ zar ÉĻ t ini
həvəskar	-11.057133674621582	5	h ÉĻ v ÉĻ sk ar
sahələr	-11.054664611816406	5	s ah ÉĻ l ÉĻ r
əsgərləri	-11.051782608032227	5	ÉĻ sg ÉĻ rl ÉĻ ri
müqavilənin	-11.051383018493652	5	mÃ¼ q av il ÉĻ nin
müharibəyə	-11.051177978515625	5	mÃ¼ har ib ÉĻ y ÉĻ
mənzərə	-11.048596382141113	5	m ÉĻ nz ÉĻ r ÉĻ
göstərildi	-11.038442611694336	5	g Ã¶st ÉĻ r ild i
Tələbə	-11.036813735961914	5	T ÉĻ l ÉĻ b ÉĻ
dəstəyini	-11.03010368347168	5	d ÉĻ st ÉĻ y ini
götürmək	-11.029452323913574	5	g Ã¶t Ã¼r m ÉĻ k
qərargahı	-11.027451515197754	5	q ÉĻ r arg ah Ä±
Kəşfiyyat	-11.024559020996094	5	K ÉĻ ÅŁ fi yy at
rəsmləri	-11.020123481750488	5	r ÉĻ s ml ÉĻ ri
təkrarlanan	-11.020059585571289	5	t ÉĻ kr ar lan an
göstərilmişdir	-11.02004623413086	5	g Ã¶st ÉĻ ril miÅŁ dir
veriləcək	-11.015100479125977	5	ver il ÉĻ c ÉĻ k
Azərbaycanı	-11.012747764587402	5	Az ÉĻ rb ay can Ä±
avtomobillərin	-11.012701034545898	5	av tom ob ill ÉĻ rin
tərəfinə	-11.012248039245605	5	t ÉĻ r ÉĻ fin ÉĻ
vasitələrin	-11.008869171142578	5	vas it ÉĻ l ÉĻ rin
mühəndislik	-11.008666038513184	5	m Ã¼h ÉĻ nd is lik
üzərindən	-11.00763988494873	5	Ã¼z ÉĻ r ind ÉĻ n
Cəmiyyətin	-11.00697135925293	5	C ÉĻ mi yy ÉĻ tin
bildiriblər	-11.006219863891602	5	bild ir ib l ÉĻ r
vəzifəni	-11.004937171936035	5	v ÉĻ z if ÉĻ ni
döyüşündə	-11.003495216369629	5	d Ã¶ y Ã¼ÅŁ Ã¼nd ÉĻ
Fəaliyyət	-11.003419876098633	5	F ÉĻ ali yy ÉĻ t
Azərbaycanla	-11.002713203430176	5	Az ÉĻ rb ay can la
göstərirdi	-10.997696876525879	5	g Ã¶st ÉĻ r ird i
edilməyən	-10.997390747070312	5	ed ilm ÉĻ y ÉĻ n
ləşdirdi	-10.997332572937012	5	l ÉĻ ÅŁ d ird i
doqquzuncu	-10.995978355407715	5	do q qu z unc u
səfərdə	-10.995352745056152	5	s ÉĻ f ÉĻ rd ÉĻ
çəkilməsi	-10.992802619934082	5	Ã§ ÉĻ k ilm ÉĻ si
təcrübəli	-10.992300033569336	5	t ÉĻ cr Ã¼b ÉĻ li
məktəbinin	-10.990069389343262	5	m ÉĻ kt ÉĻ bin in
nöqtədə	-10.98975658416748	5	n Ã¶ qt ÉĻ d ÉĻ
mərkəzinin	-10.986692428588867	5	m ÉĻ rk ÉĻ zin in
köçürülməsi	-10.9859619140625	5	kÃ¶ Ã§ Ã¼rÃ¼ lm ÉĻ si
münasibəti	-10.983940124511719	5	m Ã¼n as ib ÉĻ ti
Məktəbinin	-10.982379913330078	5	M ÉĻ kt ÉĻ bin in
göstərmişdir	-10.980134010314941	5	g Ã¶st ÉĻ r miÅŁ dir
növlərinin	-10.978960037231445	5	n Ã¶ vl ÉĻ rin in
təşkilatının	-10.97359561920166	5	t ÉĻ ÅŁ kil at Ä±nÄ±n
təbəqə	-10.969114303588867	5	t ÉĻ b ÉĻ q ÉĻ
həkimlər	-10.967643737792969	5	h ÉĻ kim l ÉĻ r
çəkməyə	-10.965510368347168	5	Ã§ ÉĻ km ÉĻ y ÉĻ
görüntüləri	-10.9623441696167	5	g Ã¶rÃ¼ nt Ã¼l ÉĻ ri
İnkişafı	-10.958800315856934	5	Ä° n ki ÅŁ af Ä±
qiymətləri	-10.957707405090332	5	qi ym ÉĻ tl ÉĻ ri
bölgədəki	-10.955531120300293	5	bÃ¶ lg ÉĻ d ÉĻ ki
nəfərdir	-10.954964637756348	5	n ÉĻ f ÉĻ r dir
edilməsində	-10.953943252563477	5	ed ilm ÉĻ s ind ÉĻ
ərazisindəki	-10.953187942504883	5	ÉĻ raz is ind ÉĻ ki
gənclərin	-10.952244758605957	5	g ÉĻ n cl ÉĻ rin
məlumatlara	-10.950996398925781	5	m ÉĻ l umat l ara
tərəfə	-10.949630737304688	5	t ÉĻ r ÉĻ f ÉĻ
tərəfdə	-10.944113731384277	5	t ÉĻ r ÉĻ fd ÉĻ
həqiqət	-10.939433097839355	5	h ÉĻ q iq ÉĻ t
bölməsində	-10.932500839233398	5	bÃ¶ lm ÉĻ s ind ÉĻ
Bəziləri	-10.921061515808105	5	B ÉĻ z il ÉĻ ri
təmsilçisi	-10.920159339904785	5	t ÉĻ ms il Ã§ isi
Müqavilə	-10.919936180114746	5	M Ã¼ q av il ÉĻ
etməyən	-10.913851737976074	5	et m ÉĻ y ÉĻ n
gəlirləri	-10.905741691589355	5	g ÉĻ l irl ÉĻ ri
mübarizədə	-10.901666641235352	5	mÃ¼ bar iz ÉĻ d ÉĻ
nümunələr	-10.897462844848633	5	nÃ¼ mun ÉĻ l ÉĻ r
hərəkatı	-10.893348693847656	5	h ÉĻ r ÉĻ kat Ä±
yerləşdirilmiş	-10.885068893432617	5	yer l ÉĻ ÅŁ dir ilmiÅŁ
dövründən	-10.884963989257812	5	d Ã¶ vr Ã¼nd ÉĻ n
təyinatlı	-10.881003379821777	5	t ÉĻ y in at lÄ±
əyalətində	-10.88082504272461	5	ÉĻ yal ÉĻ t ind ÉĻ
tədqiqatları	-10.87950611114502	5	t ÉĻ dq iq at larÄ±
qoşulmaq	-10.87454891204834	5	q o ÅŁ ul ma q
ərazisindən	-10.87417221069336	5	ÉĻ raz is ind ÉĻ n
ləşdirilir	-10.871822357177734	5	l ÉĻ ÅŁ dir il ir
müharibəsinin	-10.868545532226562	5	mÃ¼ har ib ÉĻ sin in
vəziyyətin	-10.86587142944336	5	v ÉĻ zi yy ÉĻ tin
ölkədən	-10.865279197692871	5	Ã¶ lk ÉĻ d ÉĻ n
hekayələr	-10.863821029663086	5	hek ay ÉĻ l ÉĻ r
təəssüf	-10.854565620422363	5	t ÉĻ ÉĻ ss Ã¼ f
təyyarəsi	-10.85108757019043	5	t ÉĻ yy ar ÉĻ si
tərkibinə	-10.850119590759277	5	t ÉĻ rk ib in ÉĻ
xəstəxana	-10.85000228881836	5	x ÉĻ st ÉĻ x ana
fəlakət	-10.846915245056152	5	f ÉĻ l ak ÉĻ t
şəxsləri	-10.843214988708496	5	ÅŁ ÉĻ x sl ÉĻ ri
əlavələr	-10.842430114746094	5	ÉĻ lav ÉĻ l ÉĻ r
pəncərə	-10.841712951660156	5	p ÉĻ nc ÉĻ r ÉĻ
sistemlərinin	-10.837331771850586	5	s istem l ÉĻ rin in
atəşkəs	-10.834650993347168	5	at ÉĻ ÅŁ k ÉĻ s
öldürmək	-10.830821990966797	5	Ã¶ ld Ã¼r m ÉĻ k
təşəkkür	-10.82801628112793	5	t ÉĻ ÅŁ ÉĻ kk Ã¼r
döyüşçü	-10.82703971862793	5	d Ã¶ y Ã¼ÅŁ Ã§ Ã¼
gəlirlər	-10.827024459838867	5	g ÉĻ l irl ÉĻ r
təyinatı	-10.823921203613281	5	t ÉĻ y in at Ä±
keçirməyə	-10.82360553741455	5	ke Ã§ irm ÉĻ y ÉĻ
gəldilər	-10.821001052856445	5	g ÉĻ ld il ÉĻ r
sahibkarlıq	-10.818951606750488	5	s ah ib kar lÄ± q
mühərriki	-10.816957473754883	5	m Ã¼h ÉĻ r ri ki
Assosiasiyasının	-10.813209533691406	5	Ass os ias iy as Ä±nÄ±n
mənfəət	-10.80143928527832	5	m ÉĻ nf ÉĻ ÉĻ t
dəqiqəlik	-10.797958374023438	5	d ÉĻ q iq ÉĻ lik
qayıtdıqdan	-10.79668140411377	5	q ayÄ± td Ä± q dan
maddələri	-10.79275894165039	5	m add ÉĻ l ÉĻ ri
texnologiyaları	-10.792739868164062	5	tex n olog iy alar Ä±
döşəmə	-10.792529106140137	5	d Ã¶ ÅŁ ÉĻ m ÉĻ
dillərində	-10.790361404418945	5	d ill ÉĻ r ind ÉĻ
bitirdikdən	-10.789764404296875	5	bit ird ik d ÉĻ n
birləşdirir	-10.77879810333252	5	b irl ÉĻ ÅŁ dir ir
küçəsində	-10.774885177612305	5	kÃ¼ Ã§ ÉĻ s ind ÉĻ
Əvvəllər	-10.771281242370605	5	Æı vv ÉĻ ll ÉĻ r
şirkətlər	-10.766528129577637	5	ÅŁ irk ÉĻ tl ÉĻ r
əlamətləri	-10.766105651855469	5	ÉĻ lam ÉĻ tl ÉĻ ri
məqsədlə	-10.76568603515625	5	m ÉĻ qs ÉĻ dl ÉĻ
əsərlər	-10.759804725646973	5	ÉĻ s ÉĻ rl ÉĻ r
layihələr	-10.759697914123535	5	lay ih ÉĻ l ÉĻ r
sözügedən	-10.75826644897461	5	s Ã¶z Ã¼ ged ÉĻ n
sənətçi	-10.757743835449219	5	s ÉĻ n ÉĻ t Ã§i
istifadəsinə	-10.755273818969727	5	ist if ad ÉĻ sin ÉĻ
müstəqillik	-10.754040718078613	5	mÃ¼ st ÉĻ q ill ik
nəqliyyatı	-10.752686500549316	5	n ÉĻ qli yy at Ä±
ərazilərində	-10.751975059509277	5	ÉĻ razil ÉĻ r ind ÉĻ
mühafizəkar	-10.751632690429688	5	m Ã¼h af iz ÉĻ kar
xüsusiyyət	-10.751317024230957	5	x Ã¼s usi yy ÉĻ t
rəsmiləri	-10.750617027282715	5	r ÉĻ sm il ÉĻ ri
dəyərli	-10.750134468078613	5	d ÉĻ y ÉĻ r li
sərəncam	-10.74604606628418	5	s ÉĻ r ÉĻ nc am
söyləyib	-10.736611366271973	5	s Ã¶ yl ÉĻ y ib
məktəbə	-10.736421585083008	5	m ÉĻ kt ÉĻ b ÉĻ
məhsulların	-10.736065864562988	5	m ÉĻ hs ull ar Ä±n
layihələri	-10.735383033752441	5	lay ih ÉĻ l ÉĻ ri
şəhərə	-10.734932899475098	5	ÅŁ ÉĻ h ÉĻ r ÉĻ
məktəbində	-10.729096412658691	5	m ÉĻ kt ÉĻ bind ÉĻ
Müdafiəsi	-10.72612476348877	5	M Ã¼ d afi ÉĻ si
təhlükəsi	-10.71544075012207	5	t ÉĻ hl Ã¼k ÉĻ si
Cəmiyyət	-10.714296340942383	5	C ÉĻ mi yy ÉĻ t
mərasimində	-10.7120361328125	5	m ÉĻ ras im ind ÉĻ
cəmiyyəti	-10.70851993560791	5	c ÉĻ mi yy ÉĻ ti
ikitərəfli	-10.706926345825195	5	ikit ÉĻ r ÉĻ f li
Türkiyədə	-10.702844619750977	5	TÃ¼r ki y ÉĻ d ÉĻ
izləmək	-10.702287673950195	5	iz l ÉĻ m ÉĻ k
fikirlərini	-10.696435928344727	5	f ik irl ÉĻ r ini
xidmətinin	-10.695059776306152	5	x id m ÉĻ tin in
əsərində	-10.691953659057617	5	ÉĻ s ÉĻ r ind ÉĻ
təşkilatların	-10.691255569458008	5	t ÉĻ ÅŁ kil at larÄ±n
təsirləri	-10.690900802612305	5	t ÉĻ s irl ÉĻ ri
qeydiyyatı	-10.68411636352539	5	q ey di yy at Ä±
döyüşdə	-10.682626724243164	5	d Ã¶ y Ã¼ÅŁ d ÉĻ
gətirmək	-10.679287910461426	5	g ÉĻ t irm ÉĻ k
ödəmək	-10.676799774169922	5	Ã¶ d ÉĻ m ÉĻ k
sənətkar	-10.66467571258545	5	s ÉĻ n ÉĻ tk ar
mənşəyi	-10.659948348999023	5	m ÉĻ n ÅŁ ÉĻ yi
həftədə	-10.659470558166504	5	h ÉĻ ft ÉĻ d ÉĻ
Ümumilikdə	-10.658395767211914	5	Ãľ m um ilik d ÉĻ
təsəvvür	-10.651838302612305	5	t ÉĻ s ÉĻ vv Ã¼r
xüsusiyyəti	-10.649362564086914	5	x Ã¼s usi yy ÉĻ ti
Nazirliyinə	-10.64813232421875	5	Naz ir li y in ÉĻ
çərçivə	-10.642179489135742	5	Ã§ ÉĻ r Ã§ iv ÉĻ
bölmələri	-10.641019821166992	5	bÃ¶ lm ÉĻ l ÉĻ ri
qəsəbə	-10.639251708984375	5	q ÉĻ s ÉĻ b ÉĻ
əməkdaşı	-10.631815910339355	5	ÉĻ m ÉĻ k da ÅŁÄ±
əsrlərdə	-10.631326675415039	5	ÉĻ s rl ÉĻ rd ÉĻ
hadisələri	-10.62457275390625	5	had is ÉĻ l ÉĻ ri
müəssisəsi	-10.624177932739258	5	mÃ¼ ÉĻ ss is ÉĻ si
yerləşirdi	-10.622458457946777	5	yer l ÉĻ ÅŁ ird i
işləyirdi	-10.616460800170898	5	iÅŁ l ÉĻ y ird i
Həzrət	-10.605752944946289	5	H ÉĻ z r ÉĻ t
hüquqlarını	-10.60383129119873	5	h Ã¼ qu ql ar Ä±nÄ±
ədəbiyyat	-10.598959922790527	5	ÉĻ d ÉĻ bi yy at
ictimaiyyətə	-10.586331367492676	5	ictim ai yy ÉĻ t ÉĻ
keyfiyyətli	-10.583550453186035	5	key fi yy ÉĻ t li
Əməliyyat	-10.581111907958984	5	Æı m ÉĻ li yy at
əsaslanaraq	-10.580971717834473	5	ÉĻ s as lan ara q
qüvvədə	-10.577116966247559	5	q Ã¼ vv ÉĻ d ÉĻ
dövlətinin	-10.568742752075195	5	d Ã¶ vl ÉĻ tin in
zəlzələ	-10.566471099853516	5	z ÉĻ lz ÉĻ l ÉĻ
valideynləri	-10.563934326171875	5	val ide yn l ÉĻ ri
ölkələri	-10.563689231872559	5	Ã¶ lk ÉĻ l ÉĻ ri
Müxtəlif	-10.559969902038574	5	M Ã¼ xt ÉĻ l if
ətrafındakı	-10.554851531982422	5	ÉĻ tra f Ä±nd ak Ä±
əlaqədə	-10.553481101989746	5	ÉĻ la q ÉĻ d ÉĻ
mərkəzinə	-10.55141830444336	5	m ÉĻ rk ÉĻ zin ÉĻ
maddələrin	-10.551206588745117	5	m add ÉĻ l ÉĻ rin
müxalifət	-10.532004356384277	5	mÃ¼ x al if ÉĻ t
nəfərə	-10.529696464538574	5	n ÉĻ f ÉĻ r ÉĻ
möhtəşəm	-10.525734901428223	5	mÃ¶ ht ÉĻ ÅŁ ÉĻ m
iqtisadiyyat	-10.51914119720459	5	i qt is adi yy at
bilməyən	-10.516068458557129	5	b ilm ÉĻ y ÉĻ n
təşkilatlar	-10.513633728027344	5	t ÉĻ ÅŁ kil at lar
şirkətləri	-10.501891136169434	5	ÅŁ irk ÉĻ tl ÉĻ ri
etmədən	-10.500590324401855	5	et m ÉĻ d ÉĻ n
nümunələri	-10.50048828125	5	nÃ¼ mun ÉĻ l ÉĻ ri
işçilərinin	-10.500329971313477	5	iÅŁ Ã§ il ÉĻ rin in
gətirən	-10.498766899108887	5	g ÉĻ t ir ÉĻ n
xərclər	-10.49045181274414	5	x ÉĻ r cl ÉĻ r
niyyətində	-10.483492851257324	5	ni yy ÉĻ t ind ÉĻ
təşkilatları	-10.480623245239258	5	t ÉĻ ÅŁ kil at larÄ±
istəyirəm	-10.475008010864258	5	ist ÉĻ y ir ÉĻ m
öyrənmək	-10.47475528717041	5	Ã¶ yr ÉĻ nm ÉĻ k
tərəfdarı	-10.472146987915039	5	t ÉĻ r ÉĻ fd arÄ±
sahibləri	-10.466641426086426	5	s ah ib l ÉĻ ri
zərərli	-10.465618133544922	5	z ÉĻ r ÉĻ r li
xərçəng	-10.464879989624023	5	x ÉĻ r Ã§ ÉĻ ng
mükəmməl	-10.461533546447754	5	m Ã¼k ÉĻ mm ÉĻ l
Təşkilatı	-10.46115493774414	5	T ÉĻ ÅŁ kil at Ä±
mənşəli	-10.450398445129395	5	m ÉĻ n ÅŁ ÉĻ li
şərəfinə	-10.450243949890137	5	ÅŁ ÉĻ r ÉĻ fin ÉĻ
təchizatı	-10.447596549987793	5	t ÉĻ ch iz at Ä±
hüquqlarının	-10.443182945251465	5	h Ã¼ qu ql ar Ä±nÄ±n
bənzəyir	-10.441898345947266	5	b ÉĻ nz ÉĻ y ir
mühafizəsi	-10.43995189666748	5	m Ã¼h af iz ÉĻ si
fəlsəfə	-10.437962532043457	5	f ÉĻ ls ÉĻ f ÉĻ
